observableId	simulationConditionId	time	measurement	preequilibrationConditionId
pSMAD3_obs	TH17	90.0	102.79397877367651	preeq_ss
STAT3d_active_obs	TH17	90.0	50.86137330943955	preeq_ss
S3S4_complex_obs	TH17	90.0	48.648323699288426	preeq_ss
S3STAT3d_complex_obs	TH17	90.0	49.73403164385816	preeq_ss
PKA_active	TH17	90.0	43.930021325217304	preeq_ss
Free_TGFb_obs	TH17	95.0	1.0	preeq_ss
IL6R_Active	TH17	95.0	73.3286686184495	preeq_ss
Free_IL6_obs	TH17	95.0	19.33846451902809	preeq_ss
pSMAD3_obs	TH17	95.0	102.79404174874485	preeq_ss
STAT3d_active_obs	TH17	95.0	50.861374058565154	preeq_ss
S3S4_complex_obs	TH17	95.0	48.64833596865265	preeq_ss
S3STAT3d_complex_obs	TH17	95.0	49.73404263077689	preeq_ss
PKA_active	TH17	95.0	43.93002137314989	preeq_ss
Free_TGFb_obs	TH17	100.0	1.0	preeq_ss
IL6R_Active	TH17	100.0	73.32866861838936	preeq_ss
Free_IL6_obs	TH17	100.0	19.33846451903397	preeq_ss
pSMAD3_obs	TH17	100.0	102.79408651011849	preeq_ss
STAT3d_active_obs	TH17	100.0	50.86137459817053	preeq_ss
S3S4_complex_obs	TH17	100.0	48.648344696181304	preeq_ss
S3STAT3d_complex_obs	TH17	100.0	49.73405045365066	preeq_ss
PKA_active	TH17	100.0	43.93002140798957	preeq_ss
